Area,Item,Year, hg/ha_yield , average_rain_fall_mm_per_year , pesticides_tonnes ,avg_temp
Argentina,Soybeans,1996,"21,051",591,"54,595",17.64
Argentina,Soybeans,1996,"21,051",591,"54,595",17.97
Argentina,Sweet potatoes,1996,"170,000",591,"54,595",17.64
Argentina,Sweet potatoes,1996,"170,000",591,"54,595",17.97
Argentina,Wheat,1996,"19,344",591,"54,595",17.64
Argentina,Wheat,1996,"19,344",591,"54,595",17.97
Argentina,Cassava,1997,"100,000",591,"77,691",18.29
Argentina,Cassava,1997,"100,000",591,"77,691",18.54
Argentina,Maize,1997,"45,557",591,"77,691",18.29
Argentina,Maize,1997,"45,557",591,"77,691",18.54
Argentina,Potatoes,1997,"268,502",591,"77,691",18.29
Argentina,Potatoes,1997,"268,502",591,"77,691",18.54
Argentina,"Rice, paddy",1997,"53,703",591,"77,691",18.29
Argentina,"Rice, paddy",1997,"53,703",591,"77,691",18.54
Argentina,Sorghum,1997,"36,845",591,"77,691",18.29
Argentina,Sorghum,1997,"36,845",591,"77,691",18.54
Argentina,Soybeans,1997,"17,212",591,"77,691",18.29
Argentina,Soybeans,1997,"17,212",591,"77,691",18.54
Argentina,Sweet potatoes,1997,"145,662",591,"77,691",18.29
Argentina,Sweet potatoes,1997,"145,662",591,"77,691",18.54
Argentina,Wheat,1997,"22,426",591,"77,691",18.29
Argentina,Wheat,1997,"22,426",591,"77,691",18.54
Argentina,Cassava,1998,"100,000",591,"62,397",17.23
Argentina,Cassava,1998,"100,000",591,"62,397",17.52
Argentina,Maize,1998,"60,780",591,"62,397",17.23
Argentina,Maize,1998,"60,780",591,"62,397",17.52
Argentina,Potatoes,1998,"293,744",591,"62,397",17.23
Argentina,Potatoes,1998,"293,744",591,"62,397",17.52
Argentina,"Rice, paddy",1998,"47,762",591,"62,397",17.23
Argentina,"Rice, paddy",1998,"47,762",591,"62,397",17.52
Argentina,Sorghum,1998,"48,105",591,"62,397",17.23
Argentina,Sorghum,1998,"48,105",591,"62,397",17.52
Argentina,Soybeans,1998,"26,937",591,"62,397",17.23
Argentina,Soybeans,1998,"26,937",591,"62,397",17.52
Argentina,Sweet potatoes,1998,"175,055",591,"62,397",17.23
Argentina,Sweet potatoes,1998,"175,055",591,"62,397",17.52
Argentina,Wheat,1998,"26,088",591,"62,397",17.23
Argentina,Wheat,1998,"26,088",591,"62,397",17.52
Argentina,Cassava,1999,"100,000",591,"62,831",17.15
Argentina,Cassava,1999,"100,000",591,"62,831",17.71
Argentina,Maize,1999,"53,702",591,"62,831",17.15
Argentina,Maize,1999,"53,702",591,"62,831",17.71
Argentina,Potatoes,1999,"238,938",591,"62,831",17.15
Argentina,Potatoes,1999,"238,938",591,"62,831",17.71
Argentina,"Rice, paddy",1999,"57,337",591,"62,831",17.15
Argentina,"Rice, paddy",1999,"57,337",591,"62,831",17.71
Argentina,Sorghum,1999,"43,845",591,"62,831",17.15
Argentina,Sorghum,1999,"43,845",591,"62,831",17.71
Argentina,Soybeans,1999,"24,450",591,"62,831",17.15
Argentina,Soybeans,1999,"24,450",591,"62,831",17.71
Argentina,Sweet potatoes,1999,"143,991",591,"62,831",17.15
Argentina,Sweet potatoes,1999,"143,991",591,"62,831",17.71
Argentina,Wheat,1999,"23,028",591,"62,831",17.15
Argentina,Wheat,1999,"23,028",591,"62,831",17.71
Argentina,Cassava,2000,"100,000",591,"63,266",16.98
Argentina,Cassava,2000,"100,000",591,"63,266",17.66
Argentina,Maize,2000,"54,329",591,"63,266",16.98
Argentina,Maize,2000,"54,329",591,"63,266",17.66
Argentina,Potatoes,2000,"277,566",591,"63,266",16.98
Argentina,Potatoes,2000,"277,566",591,"63,266",17.66
Argentina,"Rice, paddy",2000,"47,798",591,"63,266",16.98
Argentina,"Rice, paddy",2000,"47,798",591,"63,266",17.66
Argentina,Sorghum,2000,"46,477",591,"63,266",16.98
Argentina,Sorghum,2000,"46,477",591,"63,266",17.66
Argentina,Soybeans,2000,"23,312",591,"63,266",16.98
Argentina,Soybeans,2000,"23,312",591,"63,266",17.66
Argentina,Sweet potatoes,2000,"151,462",591,"63,266",16.98
Argentina,Sweet potatoes,2000,"151,462",591,"63,266",17.66
Argentina,Wheat,2000,"24,873",591,"63,266",16.98
Argentina,Wheat,2000,"24,873",591,"63,266",17.66
Argentina,Cassava,2001,"100,000",591,"63,700",17.71
Argentina,Cassava,2001,"100,000",591,"63,700",18.42
Argentina,Maize,2001,"54,553",591,"63,700",17.71
Argentina,Maize,2001,"54,553",591,"63,700",18.42
Argentina,Potatoes,2001,"283,768",591,"63,700",17.71
Argentina,Potatoes,2001,"283,768",591,"63,700",18.42
Argentina,"Rice, paddy",2001,"57,495",591,"63,700",17.71
Argentina,"Rice, paddy",2001,"57,495",591,"63,700",18.42
Argentina,Sorghum,2001,"47,429",591,"63,700",17.71
Argentina,Sorghum,2001,"47,429",591,"63,700",18.42
Argentina,Soybeans,2001,"25,846",591,"63,700",17.71
Argentina,Soybeans,2001,"25,846",591,"63,700",18.42
Argentina,Sweet potatoes,2001,"155,212",591,"63,700",17.71
Argentina,Sweet potatoes,2001,"155,212",591,"63,700",18.42
Argentina,Wheat,2001,"24,934",591,"63,700",17.71
Argentina,Wheat,2001,"24,934",591,"63,700",18.42
Argentina,Cassava,2002,"100,000",591,"64,135",17.58
Argentina,Cassava,2002,"100,000",591,"64,135",18.07
Argentina,Maize,2002,"60,791",591,"64,135",17.58
Argentina,Maize,2002,"60,791",591,"64,135",18.07
Argentina,Potatoes,2002,"251,347",591,"64,135",17.58
Argentina,Potatoes,2002,"251,347",591,"64,135",18.07
Argentina,"Rice, paddy",2002,"57,197",591,"64,135",17.58
Argentina,"Rice, paddy",2002,"57,197",591,"64,135",18.07
Argentina,Sorghum,2002,"52,691",591,"64,135",17.58
Argentina,Sorghum,2002,"52,691",591,"64,135",18.07
Argentina,Soybeans,2002,"26,304",591,"64,135",17.58
Argentina,Soybeans,2002,"26,304",591,"64,135",18.07
Argentina,Sweet potatoes,2002,"155,890",591,"64,135",17.58
Argentina,Sweet potatoes,2002,"155,890",591,"64,135",18.07
Argentina,Wheat,2002,"22,398",591,"64,135",17.58
Argentina,Wheat,2002,"22,398",591,"64,135",18.07
Argentina,Cassava,2004,"100,000",591,"65,003",17.67
Argentina,Cassava,2004,"100,000",591,"65,003",18.11
Argentina,Maize,2004,"63,931",591,"65,003",17.67
Argentina,Maize,2004,"63,931",591,"65,003",18.11
Argentina,Potatoes,2004,"288,717",591,"65,003",17.67
Argentina,Potatoes,2004,"288,717",591,"65,003",18.11
Argentina,"Rice, paddy",2004,"62,661",591,"65,003",17.67
Argentina,"Rice, paddy",2004,"62,661",591,"65,003",18.11
Argentina,Sorghum,2004,"45,531",591,"65,003",17.67
Argentina,Sorghum,2004,"45,531",591,"65,003",18.11
Argentina,Soybeans,2004,"22,075",591,"65,003",17.67
Argentina,Soybeans,2004,"22,075",591,"65,003",18.11
Argentina,Sweet potatoes,2004,"154,867",591,"65,003",17.67
Argentina,Sweet potatoes,2004,"154,867",591,"65,003",18.11
Argentina,Wheat,2004,"25,441",591,"65,003",17.67
Argentina,Wheat,2004,"25,441",591,"65,003",18.11
Argentina,Cassava,2005,"100,000",591,"65,438",17.32
Argentina,Cassava,2005,"100,000",591,"65,438",17.83
Argentina,Maize,2005,"73,587",591,"65,438",17.32
Argentina,Maize,2005,"73,587",591,"65,438",17.83
Argentina,Potatoes,2005,"283,917",591,"65,438",17.32
Argentina,Potatoes,2005,"283,917",591,"65,438",17.83
Argentina,"Rice, paddy",2005,"60,165",591,"65,438",17.32
Argentina,"Rice, paddy",2005,"60,165",591,"65,438",17.83
Argentina,Sorghum,2005,"51,872",591,"65,438",17.32
Argentina,Sorghum,2005,"51,872",591,"65,438",17.83
Argentina,Soybeans,2005,"27,287",591,"65,438",17.32
Argentina,Soybeans,2005,"27,287",591,"65,438",17.83
Argentina,Sweet potatoes,2005,"154,472",591,"65,438",17.32
Argentina,Sweet potatoes,2005,"154,472",591,"65,438",17.83
Argentina,Wheat,2005,"26,356",591,"65,438",17.32
Argentina,Wheat,2005,"26,356",591,"65,438",17.83
Argentina,Cassava,2006,"100,000",591,"65,872",18.1
Argentina,Cassava,2006,"100,000",591,"65,872",18.35
Argentina,Maize,2006,"59,030",591,"65,872",18.1
Argentina,Maize,2006,"59,030",591,"65,872",18.35
Argentina,Potatoes,2006,"285,828",591,"65,872",18.1
Argentina,Potatoes,2006,"285,828",591,"65,872",18.35
Argentina,"Rice, paddy",2006,"70,610",591,"65,872",18.1
Argentina,"Rice, paddy",2006,"70,610",591,"65,872",18.35
Argentina,Sorghum,2006,"46,778",591,"65,872",18.1
Argentina,Sorghum,2006,"46,778",591,"65,872",18.35
Argentina,Soybeans,2006,"26,793",591,"65,872",18.1
Argentina,Soybeans,2006,"26,793",591,"65,872",18.35
Argentina,Sweet potatoes,2006,"143,478",591,"65,872",18.1
Argentina,Sweet potatoes,2006,"143,478",591,"65,872",18.35
Argentina,Wheat,2006,"25,302",591,"65,872",18.1
Argentina,Wheat,2006,"25,302",591,"65,872",18.35
Argentina,Cassava,2007,"100,000",591,"81,583",16.71
Argentina,Cassava,2007,"100,000",591,"81,583",17.14
Argentina,Maize,2007,"76,655",591,"81,583",16.71
Argentina,Maize,2007,"76,655",591,"81,583",17.14
Argentina,Potatoes,2007,"286,765",591,"81,583",16.71
Argentina,Potatoes,2007,"286,765",591,"81,583",17.14
Argentina,"Rice, paddy",2007,"65,604",591,"81,583",16.71
Argentina,"Rice, paddy",2007,"65,604",591,"81,583",17.14
Argentina,Sorghum,2007,"47,021",591,"81,583",16.71
Argentina,Sorghum,2007,"47,021",591,"81,583",17.14
Argentina,Soybeans,2007,"29,712",591,"81,583",16.71
Argentina,Soybeans,2007,"29,712",591,"81,583",17.14
Argentina,Sweet potatoes,2007,"141,667",591,"81,583",16.71
Argentina,Sweet potatoes,2007,"141,667",591,"81,583",17.14
Argentina,Wheat,2007,"26,234",591,"81,583",16.71
Argentina,Wheat,2007,"26,234",591,"81,583",17.14
Argentina,Cassava,2008,"100,000",591,"87,149",17.71
Argentina,Cassava,2008,"100,000",591,"87,149",18.39
Argentina,Maize,2008,"64,525",591,"87,149",17.71
Argentina,Maize,2008,"64,525",591,"87,149",18.39
Argentina,Potatoes,2008,"279,412",591,"87,149",17.71
Argentina,Potatoes,2008,"279,412",591,"87,149",18.39
Argentina,"Rice, paddy",2008,"68,278",591,"87,149",17.71
Argentina,"Rice, paddy",2008,"68,278",591,"87,149",18.39
Argentina,Sorghum,2008,"47,474",591,"87,149",17.71
Argentina,Sorghum,2008,"47,474",591,"87,149",18.39
Argentina,Soybeans,2008,"28,216",591,"87,149",17.71
Argentina,Soybeans,2008,"28,216",591,"87,149",18.39
Argentina,Sweet potatoes,2008,"145,105",591,"87,149",17.71
Argentina,Sweet potatoes,2008,"145,105",591,"87,149",18.39
Argentina,Wheat,2008,"28,271",591,"87,149",17.71
Argentina,Wheat,2008,"28,271",591,"87,149",18.39
Argentina,Cassava,2009,"101,695",591,"61,587",18.16
Argentina,Cassava,2009,"101,695",591,"61,587",18.09
Argentina,Maize,2009,"55,760",591,"61,587",18.16
Argentina,Maize,2009,"55,760",591,"61,587",18.09
Argentina,Potatoes,2009,"284,439",591,"61,587",18.16
Argentina,Potatoes,2009,"284,439",591,"61,587",18.09
Argentina,"Rice, paddy",2009,"68,842",591,"61,587",18.16
Argentina,"Rice, paddy",2009,"68,842",591,"61,587",18.09
Argentina,Sorghum,2009,"38,752",591,"61,587",18.16
Argentina,Sorghum,2009,"38,752",591,"61,587",18.09
Argentina,Soybeans,2009,"18,480",591,"61,587",18.16
Argentina,Soybeans,2009,"18,480",591,"61,587",18.09
Argentina,Sweet potatoes,2009,"151,208",591,"61,587",18.16
Argentina,Sweet potatoes,2009,"151,208",591,"61,587",18.09
Argentina,Wheat,2009,"19,628",591,"61,587",18.16
Argentina,Wheat,2009,"19,628",591,"61,587",18.09
Argentina,Cassava,2010,"101,000",591,"105,915",17.33
Argentina,Cassava,2010,"101,000",591,"105,915",17.84
Argentina,Maize,2010,"78,040",591,"105,915",17.33
Argentina,Maize,2010,"78,040",591,"105,915",17.84
Argentina,Potatoes,2010,"289,849",591,"105,915",17.33
Argentina,Potatoes,2010,"289,849",591,"105,915",17.84
Argentina,"Rice, paddy",2010,"57,646",591,"105,915",17.33
Argentina,"Rice, paddy",2010,"57,646",591,"105,915",17.84
Argentina,Sorghum,2010,"48,163",591,"105,915",17.33
Argentina,Sorghum,2010,"48,163",591,"105,915",17.84
Argentina,Soybeans,2010,"29,053",591,"105,915",17.33
Argentina,Soybeans,2010,"29,053",591,"105,915",17.84
Argentina,Sweet potatoes,2010,"149,382",591,"105,915",17.33
Argentina,Sweet potatoes,2010,"149,382",591,"105,915",17.84
Argentina,Wheat,2010,"27,113",591,"105,915",17.33
Argentina,Wheat,2010,"27,113",591,"105,915",17.84
Argentina,Cassava,2011,"100,000",591,"100,425",17.58
Argentina,Cassava,2011,"100,000",591,"100,425",17.93
Argentina,Maize,2011,"63,503",591,"100,425",17.58
Argentina,Maize,2011,"63,503",591,"100,425",17.93
Argentina,Potatoes,2011,"286,657",591,"100,425",17.58
Argentina,Potatoes,2011,"286,657",591,"100,425",17.93
Argentina,"Rice, paddy",2011,"67,901",591,"100,425",17.58
Argentina,"Rice, paddy",2011,"67,901",591,"100,425",17.93
Argentina,Sorghum,2011,"44,029",591,"100,425",17.58
Argentina,Sorghum,2011,"44,029",591,"100,425",17.93
Argentina,Soybeans,2011,"26,053",591,"100,425",17.58
Argentina,Soybeans,2011,"26,053",591,"100,425",17.93
Argentina,Sweet potatoes,2011,"148,754",591,"100,425",17.58
Argentina,Sweet potatoes,2011,"148,754",591,"100,425",17.93
Argentina,Wheat,2011,"35,063",591,"100,425",17.58
Argentina,Wheat,2011,"35,063",591,"100,425",17.93
Argentina,Cassava,2012,"100,000",591,"136,185",18.18
Argentina,Cassava,2012,"100,000",591,"136,185",18.43
Argentina,Maize,2012,"57,346",591,"136,185",18.18
Argentina,Maize,2012,"57,346",591,"136,185",18.43
Argentina,Potatoes,2012,"287,821",591,"136,185",18.18
Argentina,Potatoes,2012,"287,821",591,"136,185",18.43
Argentina,"Rice, paddy",2012,"66,617",591,"136,185",18.18
Argentina,"Rice, paddy",2012,"66,617",591,"136,185",18.43
Argentina,Sorghum,2012,"46,534",591,"136,185",18.18
Argentina,Sorghum,2012,"46,534",591,"136,185",18.43
Argentina,Soybeans,2012,"22,814",591,"136,185",18.18
Argentina,Soybeans,2012,"22,814",591,"136,185",18.43
Argentina,Sweet potatoes,2012,"148,126",591,"136,185",18.18
Argentina,Sweet potatoes,2012,"148,126",591,"136,185",18.43
Argentina,Wheat,2012,"32,199",591,"136,185",18.18
Argentina,Wheat,2012,"32,199",591,"136,185",18.43
Argentina,Cassava,2013,"99,459",591,"171,946",16.45
Argentina,Cassava,2013,"99,459",591,"171,946",16.88
Argentina,Maize,2013,"66,037",591,"171,946",16.45
Argentina,Maize,2013,"66,037",591,"171,946",16.88
Argentina,Potatoes,2013,"288,984",591,"171,946",16.45
Argentina,Potatoes,2013,"288,984",591,"171,946",16.88
Argentina,"Rice, paddy",2013,"67,187",591,"171,946",16.45
Argentina,"Rice, paddy",2013,"67,187",591,"171,946",16.88
Argentina,Sorghum,2013,"40,852",591,"171,946",16.45
Argentina,Sorghum,2013,"40,852",591,"171,946",16.88
Argentina,Soybeans,2013,"25,391",591,"171,946",16.45
Argentina,Soybeans,2013,"25,391",591,"171,946",16.88
Argentina,Sweet potatoes,2013,"147,498",591,"171,946",16.45
Argentina,Sweet potatoes,2013,"147,498",591,"171,946",16.88
Argentina,Wheat,2013,"26,581",591,"171,946",16.45
Argentina,Wheat,2013,"26,581",591,"171,946",16.88
Armenia,Maize,1992,"32,344",562,8,7.44
Armenia,Potatoes,1992,"111,301",562,8,7.44
Armenia,Wheat,1992,"21,600",562,8,7.44
Armenia,Maize,1993,"32,261",562,8,7.69
Armenia,Potatoes,1993,"134,416",562,8,7.69
Armenia,Wheat,1993,"22,257",562,8,7.69
Armenia,Maize,1994,"32,667",562,23,8.84
Armenia,Potatoes,1994,"131,195",562,23,8.84
Armenia,Wheat,1994,"17,842",562,23,8.84
Armenia,Maize,1995,"18,261",562,24,9.76
Armenia,Potatoes,1995,"131,196",562,24,9.76
Armenia,Wheat,1995,"25,480",562,24,9.76
Armenia,Maize,1996,"22,239",562,32,9.55
Armenia,Potatoes,1996,"129,626",562,32,9.55
Armenia,Wheat,1996,"23,569",562,32,9.55
Armenia,Maize,1997,"45,548",562,41,9.1
Armenia,Potatoes,1997,"109,362",562,41,9.1
Armenia,Wheat,1997,"17,009",562,41,9.1
Armenia,Maize,1998,"26,082",562,51,10.28
Armenia,Potatoes,1998,"134,409",562,51,10.28
Armenia,Wheat,1998,"20,651",562,51,10.28
Armenia,Maize,1999,"40,303",562,60,10.11
Armenia,Potatoes,1999,"130,618",562,60,10.11
Armenia,Wheat,1999,"19,466",562,60,10.11
Armenia,Maize,2000,"23,178",562,70,9.68
Armenia,Potatoes,2000,"87,349",562,70,9.68
Armenia,Wheat,2000,"16,679",562,70,9.68
Armenia,Maize,2001,"37,913",562,79,10.18
Armenia,Potatoes,2001,"114,619",562,79,10.18
Armenia,Wheat,2001,"22,263",562,79,10.18
Armenia,Maize,2002,"37,380",562,89,9.41
Armenia,Potatoes,2002,"122,814",562,89,9.41
Armenia,Wheat,2002,"23,877",562,89,9.41
Armenia,Maize,2004,"61,791",562,205,9.55
Armenia,Potatoes,2004,"161,509",562,205,9.55
Armenia,Wheat,2004,"23,416",562,205,9.55
Armenia,Maize,2005,"44,692",562,221,9.58
Armenia,Potatoes,2005,"164,459",562,221,9.58
Armenia,Wheat,2005,"20,252",562,221,9.58
Armenia,Maize,2006,"33,271",562,228,9.89
Armenia,Potatoes,2006,"163,418",562,228,9.89
Armenia,Wheat,2006,"14,627",562,228,9.89
Armenia,Maize,2007,"53,262",562,242,9.44
Armenia,Potatoes,2007,"184,719",562,242,9.44
Armenia,Wheat,2007,"25,837",562,242,9.44
Armenia,Maize,2008,"53,424",562,218,9.51
Armenia,Potatoes,2008,"189,096",562,218,9.51
Armenia,Wheat,2008,"24,322",562,218,9.51
Armenia,Maize,2009,"57,763",562,198,9.67
Armenia,Potatoes,2009,"185,496",562,198,9.67
Armenia,Wheat,2009,"22,374",562,198,9.67
Armenia,Maize,2010,"46,724",562,279,11.31
Armenia,Potatoes,2010,"170,146",562,279,11.31
Armenia,Wheat,2010,"21,192",562,279,11.31
Armenia,Maize,2011,"54,257",562,279,8.93
Armenia,Potatoes,2011,"194,426",562,279,8.93
Armenia,Wheat,2011,"28,800",562,279,8.93
Armenia,Maize,2012,"62,215",562,279,10.2
Armenia,Potatoes,2012,"207,151",562,279,10.2
Armenia,Wheat,2012,"26,010",562,279,10.2
Armenia,Maize,2013,"67,114",562,279,11.08
Armenia,Potatoes,2013,"215,290",562,279,11.08
Armenia,Wheat,2013,"31,273",562,279,11.08
Australia,Maize,1990,"41,821",534,"17,866",16.8
Australia,Maize,1990,"41,821",534,"17,866",20.06
Australia,Maize,1990,"41,821",534,"17,866",12.11
Australia,Maize,1990,"41,821",534,"17,866",14.16
Australia,Maize,1990,"41,821",534,"17,866",18.05
Australia,Maize,1990,"41,821",534,"17,866",17.47
Australia,Potatoes,1990,"289,832",534,"17,866",16.8
Australia,Potatoes,1990,"289,832",534,"17,866",20.06
Australia,Potatoes,1990,"289,832",534,"17,866",12.11
Australia,Potatoes,1990,"289,832",534,"17,866",14.16
Australia,Potatoes,1990,"289,832",534,"17,866",18.05
Australia,Potatoes,1990,"289,832",534,"17,866",17.47
Australia,"Rice, paddy",1990,"88,000",534,"17,866",16.8
Australia,"Rice, paddy",1990,"88,000",534,"17,866",20.06
Australia,"Rice, paddy",1990,"88,000",534,"17,866",12.11
Australia,"Rice, paddy",1990,"88,000",534,"17,866",14.16
Australia,"Rice, paddy",1990,"88,000",534,"17,866",18.05
Australia,"Rice, paddy",1990,"88,000",534,"17,866",17.47
Australia,Sorghum,1990,"24,883",534,"17,866",16.8
Australia,Sorghum,1990,"24,883",534,"17,866",20.06
Australia,Sorghum,1990,"24,883",534,"17,866",12.11
Australia,Sorghum,1990,"24,883",534,"17,866",14.16
Australia,Sorghum,1990,"24,883",534,"17,866",18.05
Australia,Sorghum,1990,"24,883",534,"17,866",17.47
Australia,Soybeans,1990,"15,718",534,"17,866",16.8
Australia,Soybeans,1990,"15,718",534,"17,866",20.06
Australia,Soybeans,1990,"15,718",534,"17,866",12.11
Australia,Soybeans,1990,"15,718",534,"17,866",14.16
Australia,Soybeans,1990,"15,718",534,"17,866",18.05
Australia,Soybeans,1990,"15,718",534,"17,866",17.47
Australia,Sweet potatoes,1990,"137,140",534,"17,866",16.8
Australia,Sweet potatoes,1990,"137,140",534,"17,866",20.06
Australia,Sweet potatoes,1990,"137,140",534,"17,866",12.11
Australia,Sweet potatoes,1990,"137,140",534,"17,866",14.16
Australia,Sweet potatoes,1990,"137,140",534,"17,866",18.05
Australia,Sweet potatoes,1990,"137,140",534,"17,866",17.47
Australia,Wheat,1990,"16,344",534,"17,866",16.8
Australia,Wheat,1990,"16,344",534,"17,866",20.06
Australia,Wheat,1990,"16,344",534,"17,866",12.11
Australia,Wheat,1990,"16,344",534,"17,866",14.16
Australia,Wheat,1990,"16,344",534,"17,866",18.05
Australia,Wheat,1990,"16,344",534,"17,866",17.47
Australia,Maize,1991,"39,938",534,"17,866",16.78
Australia,Maize,1991,"39,938",534,"17,866",20.29
Australia,Maize,1991,"39,938",534,"17,866",12.22
Australia,Maize,1991,"39,938",534,"17,866",13.77
Australia,Maize,1991,"39,938",534,"17,866",18.73
Australia,Maize,1991,"39,938",534,"17,866",17.85
Australia,Potatoes,1991,"285,359",534,"17,866",16.78
Australia,Potatoes,1991,"285,359",534,"17,866",20.29
Australia,Potatoes,1991,"285,359",534,"17,866",12.22
Australia,Potatoes,1991,"285,359",534,"17,866",13.77
Australia,Potatoes,1991,"285,359",534,"17,866",18.73
Australia,Potatoes,1991,"285,359",534,"17,866",17.85
Australia,"Rice, paddy",1991,"88,427",534,"17,866",16.78
Australia,"Rice, paddy",1991,"88,427",534,"17,866",20.29
Australia,"Rice, paddy",1991,"88,427",534,"17,866",12.22
Australia,"Rice, paddy",1991,"88,427",534,"17,866",13.77
Australia,"Rice, paddy",1991,"88,427",534,"17,866",18.73
Australia,"Rice, paddy",1991,"88,427",534,"17,866",17.85
Australia,Sorghum,1991,"19,865",534,"17,866",16.78
Australia,Sorghum,1991,"19,865",534,"17,866",20.29
Australia,Sorghum,1991,"19,865",534,"17,866",12.22
Australia,Sorghum,1991,"19,865",534,"17,866",13.77
Australia,Sorghum,1991,"19,865",534,"17,866",18.73
Australia,Sorghum,1991,"19,865",534,"17,866",17.85
Australia,Soybeans,1991,"15,551",534,"17,866",16.78
Australia,Soybeans,1991,"15,551",534,"17,866",20.29
Australia,Soybeans,1991,"15,551",534,"17,866",12.22
Australia,Soybeans,1991,"15,551",534,"17,866",13.77
Australia,Soybeans,1991,"15,551",534,"17,866",18.73
Australia,Soybeans,1991,"15,551",534,"17,866",17.85
Australia,Sweet potatoes,1991,"151,142",534,"17,866",16.78
Australia,Sweet potatoes,1991,"151,142",534,"17,866",20.29
Australia,Sweet potatoes,1991,"151,142",534,"17,866",12.22
Australia,Sweet potatoes,1991,"151,142",534,"17,866",13.77
Australia,Sweet potatoes,1991,"151,142",534,"17,866",18.73
